Hotel,Liked,Disliked,Score
Hotel Penelope,"Very casual breakfast. Extremely low quality products (cheese cheese, salami)!","I haven't been able to park a day near the hotel. I've been walking the streets every day for a new place. Breakfast was a one-time, low-grade breakfast.The room wasn't cleaned, they just threw a roll of paper every day. I asked, so they changed my towels on the seventh day of my ten-day stay. For 10 days, the sheets haven't been changed.",3.0
Hotel Penelope,"The hotel is generally good, the staff is friendly and helpful. Very close to the north beach, which is why we booked there.","Even when we were in, there was sand on the floor that wasn't cleaned. The dryer on the terrace was rusty and one of the chairs was broken.",5.0
Hotel Penelope,"Breakfast was good and good enough.Igor is a great host.We had a boat trip gift.And if someone expects the incredible luxury of looking elsewhere for that money, they won't pay so-sure!",The only downside is the lack of parking.,10.0
Hotel Penelope,"The purity, every day our room was washed, our garbage was emptied, our things were not moved or reset, towels were changed in the middle of our stay.","We had asked for a double bed, and we were on two single beds, which is very uncomfortable for our middle-aged child sleeping. We were set up on the fourth floor, which with a small child and luggage is a horror. I was always shaking to keep him from going out on the terrace, which was great if you sat back to the cemetery park, which is 50 metres from the hotel. Breakfast was ""poster."" I don't know. The above comments were somewhere else. There was no fruit, no boiled eggs that were 1 or 2 grams at 9, considering breakfast was up to 10, not even a toaster.Two days we had breakfast and two we missed, one day I didn't get £5 for coffee £1,500, and I had to go to the fourth floor for change, the second breakfast was broken, too bad about the exact money I had set up.",6.0
Hotel Penelope,- Great.,I have no objections.,10.0
Hotel Penelope,-,"An experience that cannot be repeated, unfortunately not in a positive way. A lot of details about the hotel's condition have been left out. the rooms were indescribably dirty, the toiletries were missing, the linen (in particular one of the envelopes for turning) was not washed, the curtains were yellow from misery (blue in principle), the shower headset was changed (after multiple requests) four times in five days, the problem continued to exist, the bathroom socket was not fixed, and the bathroom socket was blocked in which I was replaced. the coffee is 1/30 coffee/water, and when you order coffee from the available coffee machine, the staff kindly asks for £1.50, since you only paid for the sludge on the buffet. In relation to the yacht tour provided, it should be noted that we have been proposed to do it at 19:30, then it was determined that the arrangement with the hotel did not include this hour of walking with the CORBET, but it did happen after we explained to the captain that it wasn't our fault. Last but not least, it is necessary for future visitors to know that parking spaces are not available and, in fact, everything is 'if there is, there is'. In addition to the sea view from the room, there is a view of the nearby cemetery.",1.0
Hotel Penelope,"Good location, good breakfast and air conditioning","Fridge that doesn't work, room very dirty and not cleaned for a 5-day stay.. beds 80cm for adults...",5.0
Hotel Penelope,,"The beds were awfully hard, they didn't change the sheets and towels every day, much less now during the pandemic.There was an old, smelly stick in the bathroom, unknown reason not to throw it away.There was an electric kettle in the room that had mold in it, and we asked to be replaced, and it was just washed out of misery and rinsed, not even washed properly, because when you touched a napkin, it was black and it smelled awful.There is no parking, which is a major inconvenience.Although it was summer, the pool was cold, its very location was so shady, it couldn't heat the water.As a senior couple, it might be good.",4.0
Hotel Penelope,The location of the hotel.,"When I made the reservation (19.07.), The photos were from a completely different location of the room, and from ours you could see the sea, but something didn't add up. And we were on a high floor with a little kid, 1.6 months old. There was no crib, and it wasn't until the second night they found it. Maybe our two-night stay is small and we don't have the advantage for this one either.",5.0
Hotel Penelope,"The place - because it is very quiet and close to the beach, I think it is the best, but there are hotels around and they are better at a similar price in the pool, you can even make a frog 5 times","Room demolished very dirty sockets fall off gentlemen everything is being repaired droplet they say ok room with a sea view turned out to be a side view breakfasts the same typical Bulgarian rather I do not recommend a pile everywhere but yes, you eat in Bulgaria even with children the hotel goes for the amount of equipment the gentleman remembers the game from the reception desk he works 7 days a week, 10 hours a day, he is nice but it does not help; (",2.0
Hotel Penelope,"I like the Bulgarian Black Sea. I like Primorsko. We visited the Bekliktash area. .Thank the boy at the front desk for coming up the stairs and climbing the luggage.","I'm sorry I didn't check the room before I rented it. A lot of sand and dust was not cleaned at the front desk entrance. .In the room, the carpet's stained. The inside quilts haven't been washed-- with traces of spilled stuff.. The cork cushions, just the inside case. It's impossible to get any sleep, plus some smell of a stagnant  Uncleaned railing on the  balcony. The coffee they offered was cold from a jug, scandal-brown rare water. Women giving breakfast with their hair untied.... We left, frustrated-- found another hotel right away.",1.0
Hotel Penelope,Normal,Additional restaurant service,5.0
Hotel Penelope,Sea view,They haven't changed their underwear in seven days. The bathroom is full of smell and water is hard to get out. The price included a yacht trip that didn't happen.,5.0
Hotel Penelope,"The view from the room and the terrace of the room, the location, very friendly and smiling faces, and the breakfast was very good.","There was no double bed, there was two single beds.",10.0
Hotel Penelope,"It was nice, the fruits and vegetables were fresh, not uniform. He had a boat ride.","We didn't have a shower in the bathroom after we showered, a man on staff developed his and they were hanging it in our room. And then it turns out our door can't be locked because what do we need a lock for? They couldn't move us to another room because the hotel was full."" In this situation, we had to go for a walk and dinner, and the next day, we went to the beach with the door unlocked with all the luggage, money, car keys, etc. in the room (dilemma was where it would be safer, on the beach towel or in a room full of people). By the next night, the lock was already fixed. The room wasn't cleaned, I'm not talking about just dust here and there, but a lot of sand on the floor.",5.0
