,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
6030,11396,City Avenue Hotel by HMG,All crew very polite and helpful.,The bath cabin was small.,8.0,All crew very polite and helpful. The bath cabin was small.
6031,11397,City Avenue Hotel by HMG,"The hotel is fine for a short, business stay. It is near the metro. The hotel itself was sparkling clean, but could do with refurbishment. The staff were brilliant and friendly and helpful. My room was huge..",Manage your expectations! This is not a high-end hotel..,7.0,"The hotel is fine for a short, business stay. It is near the metro. The hotel itself was sparkling clean, but could do with refurbishment. The staff were brilliant and friendly and helpful. My room was huge.. Manage your expectations! This is not a high-end hotel.."
6032,11398,City Avenue Hotel by HMG,The location was great! Only 2 minutes from metro and 5 Minutes from Sofia mall!.The staff was very polite and helpful. .Recommended..,,9.0,The location was great! Only 2 minutes from metro and 5 Minutes from Sofia mall!.The staff was very polite and helpful. .Recommended.. 
6033,11399,City Avenue Hotel by HMG,Perfect hotel for business trips..,"Carpet in the rooms should be replaced. It is clean but is showing the ""age""..",8.0,"Perfect hotel for business trips.. Carpet in the rooms should be replaced. It is clean but is showing the ""age"".."
6034,11400,City Avenue Hotel by HMG,Great Hotel.  Good price. A bit small parking..,,5.0,Great Hotel.  Good price. A bit small parking.. 
6035,11401,City Avenue Hotel by HMG,convenient location.,"hotel door didn’t feel secure, rooms looked a lot older than they were in the photos.",6.0,"convenient location. hotel door didn’t feel secure, rooms looked a lot older than they were in the photos."
6036,11402,City Avenue Hotel by HMG,,.Disliked  · One of the shower cabin was missing. There was also not very clean. . The guy from the breakfast was complaining that we come late and it's almost lunch time. We go for breakfast at 10:30 and they serve it till 11:00.. On the pictures it looks more modern and nice..,6.0, .Disliked  · One of the shower cabin was missing. There was also not very clean. . The guy from the breakfast was complaining that we come late and it's almost lunch time. We go for breakfast at 10:30 and they serve it till 11:00.. On the pictures it looks more modern and nice..
6037,11403,City Avenue Hotel by HMG,"The room was big, the bed was comfortable, the location is perfect, close to the Metro station that goes direct to the Airport and close to the city centre.  No complaints, just what we needed..",,10.0,"The room was big, the bed was comfortable, the location is perfect, close to the Metro station that goes direct to the Airport and close to the city centre.  No complaints, just what we needed.. "
6038,11404,City Avenue Hotel by HMG,,".Disliked  · room was very warm, no option to control the heat. everything was a bit average, okay hotel, nothing special.",5.0," .Disliked  · room was very warm, no option to control the heat. everything was a bit average, okay hotel, nothing special."
6039,11405,City Avenue Hotel by HMG,"Location, accommodation, food and service were perfect.",Liked everything.,10.0,"Location, accommodation, food and service were perfect. Liked everything."
6040,11406,City Avenue Hotel by HMG,the location was good and there was free parking.,the breakfast was not edible though this is pretty standard for all Bulgarian hotels. the room was covered in a thick layer of dust. the fan/heater sounded like a car engine. the place doesn’t look like the pictures at all.,6.0,the location was good and there was free parking. the breakfast was not edible though this is pretty standard for all Bulgarian hotels. the room was covered in a thick layer of dust. the fan/heater sounded like a car engine. the place doesn’t look like the pictures at all.
6041,11407,City Avenue Hotel by HMG,the location and staff was very helpful.,,5.0,the location and staff was very helpful. 
6042,11408,City Avenue Hotel by HMG,Lokacija.,,10.0,Lokacija. 
6043,11409,City Avenue Hotel by HMG,Everything was excellent. The rooms where clean and comfortable and the staff was amazing. Recommended.,,10.0,Everything was excellent. The rooms where clean and comfortable and the staff was amazing. Recommended. 
6044,11410,City Avenue Hotel by HMG,Everything perfect.,All it’s right.,10.0,Everything perfect. All it’s right.
6045,11411,City Avenue Hotel by HMG,"It was ok, it looked better in the pictures. The breakfast was really good.","Not the cleanest, the bed was not very comfortable.",6.0,"It was ok, it looked better in the pictures. The breakfast was really good. Not the cleanest, the bed was not very comfortable."
6046,11412,City Avenue Hotel by HMG,"Breakfast was great, plenty of choices. Room was huge. Fab to be able to.Park for free, reception area clean and staff friendly. .Great location could walk to centre..","Pictures online different to actual, room could do with a re vamp, carpets especially could do with a clean. Bed wasn’t comfortable. Considering we got a free upgrade it didn’t feel like it..",6.0,"Breakfast was great, plenty of choices. Room was huge. Fab to be able to.Park for free, reception area clean and staff friendly. .Great location could walk to centre.. Pictures online different to actual, room could do with a re vamp, carpets especially could do with a clean. Bed wasn’t comfortable. Considering we got a free upgrade it didn’t feel like it.."
6047,11413,City Avenue Hotel by HMG,,".Disliked  · At first, I have to say I felt disrespectful that During covid 19 times a room can be so dirty. Just look at the pictures it will tell you everything you need to know. Spiders and webs, the capret was as dirty as possible, the bed was ready to break apart, the couch was in a terrible condition..They offered me 2 other (smaller) rooms that was at the same condition. There was no other choice but to leave this place  and they informed me that  refund was not possible..I understand the policy of no refunds but when they show you a hotel which is not adequite even for a zoo hotel something must be done! Nonetheless, we had no choice but to stay in an other ACTUAL hotel for the night!.",1.0," .Disliked  · At first, I have to say I felt disrespectful that During covid 19 times a room can be so dirty. Just look at the pictures it will tell you everything you need to know. Spiders and webs, the capret was as dirty as possible, the bed was ready to break apart, the couch was in a terrible condition..They offered me 2 other (smaller) rooms that was at the same condition. There was no other choice but to leave this place  and they informed me that  refund was not possible..I understand the policy of no refunds but when they show you a hotel which is not adequite even for a zoo hotel something must be done! Nonetheless, we had no choice but to stay in an other ACTUAL hotel for the night!."
