Hotel,Liked,Disliked,Score
SABORNA 25 GUEST HOUSE,"Unique apartment, great interior, cosy & comfortable with great location...Would deffently stay there again when visiting the city.",,10.0
SABORNA 25 GUEST HOUSE,The interior of the Boom Boom room and the house are unique! Top location and very kind host! Strongly recommended!.,,10.0
SABORNA 25 GUEST HOUSE,"We loved our room! Very spacious, clean, beautifully designed - wood and natural materials only, with all modern facilities one would need during their stay. From the bed you can look at the stars in the sky :) There's a small sauna in the bathroom..The location is fabulous - in Kapana and at the foot of the Old Town. .Not a problem for us, but bear in mind there's no elevator, since it's small gueshouse..",,10.0
SABORNA 25 GUEST HOUSE,"Amazing location, quite and comfortable, in a walking distance from anything must see. Cozy terrasse..",No such.,10.0
SABORNA 25 GUEST HOUSE,"The place is very art and clean. The location is top! Our room was very small and the bathroom was downstairs,but for one night it’s ok. I recommend! :).",,9.2
SABORNA 25 GUEST HOUSE,"Great size room in the city centre, walking distance to everything - very good!.",,9.0
SABORNA 25 GUEST HOUSE,"Great little place with everything you might need for a short trip to Plovdiv..Old building, restored with attention to detail and care to preserve its charm without compromiseing with the contemporary need of comfort.  No option for breakfast, but with boul of welcome fruits and kettle and tea and coffee to help yourself..Will definitely stay there again..",,10.0
SABORNA 25 GUEST HOUSE,"The host, the cleanliness, coziness and value for money!.",The lack of free parking for cars and the lack of powdered milk for the coffee:).,10.0
SABORNA 25 GUEST HOUSE,"Unusual, comfortable, clean, comfy beds, located in the old town Plovdiv..","Narrow stairs on the way to the room, hard to go with the suitcase. Room is smaller than it looks in the pictures, but very comfortable and interesting for short accommodation as we were..",9.0
SABORNA 25 GUEST HOUSE,"Staff, rooms and cleanness.",Nothing!.,10.0
SABORNA 25 GUEST HOUSE,"The place is amazing, super clean and big comfortable room. Just one thing to take care is the narrow staircase. Not really easy to navigate with a big suitcase :).",,10.0
SABORNA 25 GUEST HOUSE,Very cute small apartment with separate bathroom..,all was as expected..,9.0
SABORNA 25 GUEST HOUSE,"This is a great room in the middle of old town.  After you climb up a spiral staircase, you'll find a cool room at the top of the house with wood trim and a steam bath and sauna.  It is close to everything and the owner was nice.  Parking is next door in a protected lot, you can pay for 24 hours or more..",,9.2
SABORNA 25 GUEST HOUSE,"I had the double queen bed room with the sauna, at the highest floor, it was perfect, the 2 beds are very confortable, the sauna is working pretty well, the décoration is beautiful, they have Netflix, the emplacement of the guesthouse is perfect between the old Plovdiv and the nice modern city with shops and cafés. Kristina, the host, is very kind and helpful. I recommend Saborna 25 at 100%!.",,10.0
SABORNA 25 GUEST HOUSE,Great location. Wonderful interior design. Special thanks for bottle of wine in the fridge. I would also like to note an outdoor place for breakfast or cup of coffee..,"Problems with Wifi. At first we couldn't find a paper with password (we were told that it was somewhere in the room) and nobody couldn't help us with it. When we finally found this paper in the corner on the floor (strange place for important information, ist' it?), we found that wifi didn't work. We tried to contact the hosts, but they didn't answer calls and sms. So be advised that if you face with any problems in the room, nobody cares, you won't get any support..",8.3
SABORNA 25 GUEST HOUSE,"Clean and comfortable premisses, pleasant stay, friendly host..",,10.0
SABORNA 25 GUEST HOUSE,"The best feature of this guest house is localisation. It's in a center of Old Town, near the main attractions and lots of coffeshops, pubs and restaurants. Our room was tiny, but clean and cozy. .Bathroom, altough shared, is very comfortable. Among mini toiletries for guests you can even find hair conditioner ;).","Bathroom is shared with other guests, so it can be crowded in the morning, but that's a minor issue..",8.8
SABORNA 25 GUEST HOUSE,"Lovely decorated room. Clean. Offered tea, honey and fruits on first day..",TV cable didnt work but thats ok.,8.8
SABORNA 25 GUEST HOUSE,Apartment is freshly renovated. .Cosy atmospheres and nice welcome from the host..Location is perfect and not noisy..,Nothing.,9.6
SABORNA 25 GUEST HOUSE,"Central location, well designed and comfortable..",,10.0
SABORNA 25 GUEST HOUSE,"Perfect location, in close proximity to both Kapana and the old town. The rooms are beautiful and exactly as one can see in the pictures. The beds were really comfortable and the common bathroom was very clean and nice. The hostess was very sweet and kind, there was coffee, tea and fruit in the room. She also gave us nice recommendations. We would definitely stay there again!.",,10.0
SABORNA 25 GUEST HOUSE,"Location, comfort,  value. Access to everything is close. Nice garden terrace..",N/a.,8.8
SABORNA 25 GUEST HOUSE,Incredible experience.The room is amazing and the location is perfect.,,10.0
SABORNA 25 GUEST HOUSE,"We stayed in the ‘boom boom room’ and it was so cute! Great bathroom, comfy bed, good views. Very narrow staircase to get up! Right at the edge of old town and walking distance to all the cool restaurants and bars in the trap. Highly recommended..","Usually parking is 20lev for 24 hours but our host got us free parking in the old town, this is probably not always possible during busy times!.",10.0
SABORNA 25 GUEST HOUSE,Everyhing.,Nothing.,10.0
SABORNA 25 GUEST HOUSE,"This is a good guest house in an excellent location. The room was decorated with taste, it was very clean. There is a big cupboard to put your stuff. The personnel is nice. I recommend this place..",,10.0
SABORNA 25 GUEST HOUSE,One of the best places I have ever stayed. Incredible and unique experience. The room is amazing and the location is perfect. .Great views of Plovdiv from the Sauna. I want to build a bedroom like this in my future house..,,10.0
SABORNA 25 GUEST HOUSE,"Lina is a great host and communicator. SUPER/BEST location, walk everywhere. Old Town Plovdiv is so unique and a real treasure.  For the apartment, loved the top floor, very quiet. The ""loft"" feel was so cool, finishes rustic and unique.  Very large space, especially for two. Bed super comfy.  Design very cool with backlit walls, the enclosed fridge.  Amenities such as wine, fruit, toiletries etc. THANKS! Amazing bathroom has sauna room, a shower room, toilet and wash basin, all with a view!  Parking in secure parking lot for only Euro 10 for 24 hours, very fair.  Staying local and in  a restored building was a treat!  Thanks!!.",Just to let folks with mobility challenges know about stairs..,10.0
SABORNA 25 GUEST HOUSE,"It is a perfect location. In a few minutes you can walk to into Old Town, Kapana and the commercial street. You can see that the owner remodeled recently since everything was perfect, modern and well kept. The host was really nice..",,10.0
SABORNA 25 GUEST HOUSE,,.Disliked  · WiFi patchy at best .. get them to check it before you check in.,9.2
SABORNA 25 GUEST HOUSE,"There is nothing wrong with this place, it's amazing! Nice room, amazing shower, great terrace and the best location possible. Recommended 100%.",,9.6
SABORNA 25 GUEST HOUSE,"Best stay I had in a city! Our hostess was the best :) she fixed a parking spot for us when we had no where to park, the guest house is located just down the hill of the old town so everything is close by. The rooms are nice, cozy and clean with some romantic mood lighting..",,10.0
