,Unnamed: 0,Unnamed: 0.1,Hotel,Liked,Disliked,Score,Combined comment
3191,4389,6835,Apartments in Panorama Beach Vigo Nessebar,- Everything. - Yeah.,There's nothing he doesn't like.,10.0,- Everything. - Yeah. There's nothing he doesn't like.
3192,4390,6836,Apartments in Panorama Beach Vigo Nessebar,The location,"There was no pool and free parking, while the photos on booking.com show a pool. The beach at the hotel is too small and not accessible for children. There are too many stairs to go from the hotel to the beach, so it is impossible to use a pram. Too much street noise. In the apartment were not enough towels, soap, garbage bags and toilet paper, and cutlery for four people. The apartment was supposedly for 4 people, while there was no room for 4, but maximum for 2. I'm not at all satisfied.",3.0,"The location There was no pool and free parking, while the photos on booking.com show a pool. The beach at the hotel is too small and not accessible for children. There are too many stairs to go from the hotel to the beach, so it is impossible to use a pram. Too much street noise. In the apartment were not enough towels, soap, garbage bags and toilet paper, and cutlery for four people. The apartment was supposedly for 4 people, while there was no room for 4, but maximum for 2. I'm not at all satisfied."
3193,4396,6874,VP Mirage Nesebar,Excellent and spacious apartment with stunning sea view. Convenient location on the beach and minutes away from the old town. Great place!.,,10.0,Excellent and spacious apartment with stunning sea view. Convenient location on the beach and minutes away from the old town. Great place!. 
3194,4397,6875,VP Mirage Nesebar,Sea view from the 3 rooms in the apartment.,,4.0,Sea view from the 3 rooms in the apartment. 
3195,4398,6876,VP Mirage Nesebar,Excellent location. It's a great comfort with all the amenities you need. Quiet and quiet building. Close to good places to eat.,The only thing I didn't like was the lack of cable TV.,10.0,Excellent location. It's a great comfort with all the amenities you need. Quiet and quiet building. Close to good places to eat. The only thing I didn't like was the lack of cable TV.
3196,4399,6877,VP Mirage Nesebar,"The apartment is spacious and comfortable. The location is top! On the first line, just above the beach, with sea views.",,10.0,"The apartment is spacious and comfortable. The location is top! On the first line, just above the beach, with sea views. "
3197,4400,6878,VP Mirage Nesebar,"Everything was superb! The apartment is very spacious, comfortable, clean and has spectacular views of the sea, the beach and the Old Town. We're definitely already in favorites, and we'll get back there as soon as we can!",,9.0,"Everything was superb! The apartment is very spacious, comfortable, clean and has spectacular views of the sea, the beach and the Old Town. We're definitely already in favorites, and we'll get back there as soon as we can! "
3198,4499,6982,Elizabeth Dy Boutique Hotel,The location is perfect. The outdoor facilities in the hotel yard are super for children. The gardener is top!.,,10.0,The location is perfect. The outdoor facilities in the hotel yard are super for children. The gardener is top!. 
3199,4500,6983,Elizabeth Dy Boutique Hotel,"Super close to the beach, there's parking nearby, the staff were really helpful and friendly.",The breakfast wasn't great.,8.0,"Super close to the beach, there's parking nearby, the staff were really helpful and friendly. The breakfast wasn't great."
3200,4501,6984,Elizabeth Dy Boutique Hotel,"Very clean hotel, the beach nearby, Host and his staff - top  class..",,9.0,"Very clean hotel, the beach nearby, Host and his staff - top  class.. "
3201,4502,6985,Elizabeth Dy Boutique Hotel,The garden.,The Bathroom.,8.0,The garden. The Bathroom.
3202,4503,6986,Elizabeth Dy Boutique Hotel,The staff was very friendly..,"Its 2min from the sea,.",10.0,"The staff was very friendly.. Its 2min from the sea,."
3203,4504,6987,Elizabeth Dy Boutique Hotel,"Great location, clean room. The staff was nice and understanding..",,9.0,"Great location, clean room. The staff was nice and understanding.. "
3204,4505,6988,Elizabeth Dy Boutique Hotel,Nice location and friendly staff. Very well maintained yard. Small and calm place.,Kids under 7 are free of charge but they have to sleep in a baby cot! If you require folding bed you have to pay in additon!.If the hotel really have a policy that kids up to 7 are s free of charge  why you have to pay for a folding bed!.,8.0,Nice location and friendly staff. Very well maintained yard. Small and calm place. Kids under 7 are free of charge but they have to sleep in a baby cot! If you require folding bed you have to pay in additon!.If the hotel really have a policy that kids up to 7 are s free of charge  why you have to pay for a folding bed!.
3205,4506,6989,Elizabeth Dy Boutique Hotel,"everything! very close to the beach, very friendly staff.",,10.0,"everything! very close to the beach, very friendly staff. "
3206,4507,6990,Elizabeth Dy Boutique Hotel,"Everything. Close to the beach, nice people, clean rooms and a cozy hotel.",There was nothing not to like.,10.0,"Everything. Close to the beach, nice people, clean rooms and a cozy hotel. There was nothing not to like."
3207,4509,6992,Elizabeth Dy Boutique Hotel,"Very nice, friendly and polite staff. Flexible and open to satisfy any requirements. The owners -  young family are involved in all activities in the hotel and doing their best to make guests feel satisfied. Beautiful garden suitable for families with small children. The cleanliness is at a high level. The hotel is located in a quiet place, but very close to the beach. There are small surprices for the kids as marshmallows at the receprion..",There is no insect net on the balcony door - very important in case you prefer clean air instead of airconditioning. The light in the bathroom is low and insufficient. Can consider increasing the variety of breakfast..,9.0,"Very nice, friendly and polite staff. Flexible and open to satisfy any requirements. The owners -  young family are involved in all activities in the hotel and doing their best to make guests feel satisfied. Beautiful garden suitable for families with small children. The cleanliness is at a high level. The hotel is located in a quiet place, but very close to the beach. There are small surprices for the kids as marshmallows at the receprion.. There is no insect net on the balcony door - very important in case you prefer clean air instead of airconditioning. The light in the bathroom is low and insufficient. Can consider increasing the variety of breakfast.."
